RecordedDate,Q1,Q2,Eligibility 1,Eligibility 2,Duration (in seconds),Finished,StartDate,EndDate,Progress
2023-07-18 14:18:27,,,Yes,Yes,538,False,2023-07-11 14:09:27,2023-07-11 14:18:25,73
2023-07-18 14:55:00,,,No,Yes,17,False,2023-07-11 14:54:38,2023-07-11 14:54:55,55
2023-07-19 05:15:44,,,Yes,No,95,False,2023-07-12 05:14:06,2023-07-12 05:15:42,55
2023-07-19 12:19:08,,,Yes,Yes,1284,True,2023-07-19 11:57:42,2023-07-19 12:19:07,100
2023-07-19 13:00:52,"1) We will systematically check for the presence of potential statistical outliers in correctly identifying words vs non words in all the statistical tests presented in this data. We considered all the observations with a studentized (t - student) deleted residual greater than 4 in relation to incorrect answers as outliers (see McClelland, 2014).

2) Asumming that we find normality, equal variance, etc. We will use one sample t - test with relatedness as IV (related vs unrelated, within subjects) and the log of reaction time as de DV.  DV can also be the reaction time difference between related and unrelated words. We can run correlations of these DV, between results of different countries. 

3) We will use a conditional logistic regression to compare the rate of correct answers between words and no words, for this process we will use use maximum likelihood estimation. 
",No modification,Yes,Yes,2416,True,2023-07-19 12:20:34,2023-07-19 13:00:51,100
2023-07-19 13:00:52,"1) We will systematically check for the presence of potential statistical outliers in correctly identifying words vs non words in all the statistical tests presented in this data. We considered all the observations with a studentized deleted residual greater than 4 in relation to the incorrect answers as outliers (see McClelland, 2014).
2) Assuming the all statistical assumptions are met (normality, equal variances, etc.), we will run a one sample t test with ""relatedness"" as IV (related vs. unrelated, withins-subject) and the log of reaction time as a DV. We can also use as DV the reaction time difference between related and unrelated words. We will run correlations of these DVs between the different langages.
3) Finally, we will run a conditional logistic regression to compare the rate of correct answers between words and none words given relatedness using maximum likelihood estimation. We will check whether the rate of correct answers did not differ between languages using contingency tables. 
",No modification,Yes,Yes,3834,True,2023-07-19 11:56:57,2023-07-19 13:00:52,100
2023-07-19 14:03:38,,,Yes,Yes,102576,False,2023-07-11 09:34:00,2023-07-12 14:03:36,73
2023-07-19 17:36:42,Why not measure differences between languages using a t-test or ANOVA? not sure why you used a correlation.,"t-test, or ANOVA instead of correlation",Yes,No,1005,True,2023-07-19 17:19:55,2023-07-19 17:36:41,100
2023-07-20 01:27:45,"1) I would use RT instead of z-transformed scores
2) I would use RT to target word as the dependent variable
3) I would introduce prime-target relatedness as a factor (related/unrelated)
4) I would inspect the RT (to target word) distribution in the full dataset and exclude the obvious outliers (RT<200ms and RTs that are visually separated on the righthand side of the distribution, up to 1% of the data
5) I would transform the RTs following BoxCox
6) I would build mixed-effects models to control for the variation in speakers and items
7) One additional idea: I would play with RTs to primes as predictors (in addition to relatedness as a factor). There might be some risks of autocorrelation in this predictor set, but it might be interesting to play with it.","I have reservations regarding the subtraction of related and unrelated conditions (""we will separate related and unrelated trials for each target, after which we subtract their arithmetic mean z-transformed response times (aggregated across participants) ""). In my opinion, this way plenty of information is lost. I would suggest using RT to targets and introducing prime-target relatedness as the independent variable. I would use a mixed-effects approach to deal with participant and item variation. Also, I would not exclude data points separately for each participant. I would exclude the extreme outliers (e.g. RT<200ms and RTs that are clearly separated from the rest of the distribution), then I would fit the models, choose the best model and then refit the model on the subset of data which I obtained by excluding the residuals that are outside of +/-2.5 units of standard deviation.",Yes,Yes,1607,True,2023-07-20 01:00:57,2023-07-20 01:27:45,100
2023-07-20 02:27:53,,,Yes,No,149144,False,2023-07-11 09:02:03,2023-07-13 02:27:48,55
2023-07-20 09:37:06,,,No,Yes,125,False,2023-07-13 09:34:59,2023-07-13 09:37:04,73
2023-07-20 09:49:44,,,Yes,No,471,True,2023-07-20 09:41:53,2023-07-20 09:49:44,100
2023-07-20 21:20:18,"•	In my view, no drastic/thorough data-preprocessing (e.g. data transformation) is needed (but we’re open to counterarguments and as my team is good at coding, we could help putting together any needed pipelines). I reckon just canonical pre-processing steps such as retaining correct responses from non-corrupted (non-missing) data, and integrating all data sets into one file are enough.
•	I wouldn’t transform the data. I’d use the RTs in their original metric in order to preserve the distributional shape typical of RTs (i.e. positive skew).
•	I’d then visualise the RT distributions of related and unrelated trials via empirical cumulative distribution functions (ECDFs).
•	The previous approach would be very intuitive to see a ‘shift’ in the entire distribution of RTs with the advantage of allowing seeing differences at different quantiles of the distributions.
•	If a simpler pairwise approach is needed, I’d then compare selected quantiles of the marginal distributions associated with two dependent groups via Harrell-Davis quantile estimator with bootstrap (via the ‘Dqcomhd’ function in the ‘WRS2’ R package)
•	Such analysis can be performed for each language separately.
•	However, if a regression framework is to be considered, I’d try the following: 
If the model is (using Wilkinson and Rogers notation) ‘RT ~ T + X’
+ (1|language) + (1|item) + (1|participant)’ where T is trial type (related vs unrelated) and X’ is a list of other covariates that may be of interest (e.g. gender and age). Also note interactions and main effects need to be decided in advance. The other values in the model are random effects.
o	Multiverse analysis A = I’d submit the model to a linear quantile mixed modelling approach in which I’d consider effects on the .25, .5 and .75 quantiles of the RT distribution (i.e. effects on fast, average and slow RTs)
o	Multiverse analysis B = I’d submit the model to a Generalised Additive Model for Location, Scale and Shape approach where the RTs would be fit via an Ex-Gaussian distribution and other distribution(s) likely to give a good fit and to be selected via AIC, wormplots, bucketplots or a combination thereof (e.g. the Birnbaum-Saunders distribution or the Generalised Exponential Gaussian distributions). The result would allow to determine if the covariates (of major interest would be the variable ‘T’) have effects on the location and scale parameters of the RT distribution. Effects on the shape (kurtosis and skewness) can be examined as well but their interpretation is challenging. Note too it’ll all depend on the number of parameters of the distribution used to fit the RTs. In the case of the Ex-Gaussian there’ll be three parameters to examine and in the case of the Birnbaum-Saunders there’ll be only two parameters.
o	If there are numeric covariates of interest (e.g. results of a psychometric test on semantic memory for each participant), these can be modelled in GAMLSS via smooth functions (e.g. P-spline or neural networks).
o	Metrics such as AIC, GAIC (suitable for GAMLSS models) and cross-validation can be used to assess the models. However, pseudo R2 are also informative.
",the proposed data-analysis is appropriate BUT it's just one of the possible forks in a larger multivariate analysis pipeline.,Yes,Yes,90144,True,2023-07-19 20:17:52,2023-07-20 21:20:17,100
2023-07-21 07:40:59,"Even if the assumption seems to be that the RTs would be z-Trasnformed, we would go back to the raw RTs (there is a lot that could be said about transformations). In addition, accuracies wold be important not to remove.

As exploratory data analyses we would generate delta plots per participant and averaged (with vincentiles), and also conditional accuracy functions.   



",,Yes,Yes,435,True,2023-07-21 07:33:43,2023-07-21 07:40:59,100
2023-07-21 07:48:50,See the next answer,"Even if the assumption seems to be that the RTs would be z-Trasnformed, we would go back to the raw RTs (there is a lot that could be said about transformations). In addition, accuracies would be important not to remove.

As exploratory data analyses, we would generate delta plots per participant and averaged (with vincentiles), and also conditional accuracy functions.   
",Yes,Yes,947,True,2023-07-21 07:33:02,2023-07-21 07:48:49,100
2023-07-21 08:41:13,,,Yes,No,80118,False,2023-07-13 10:25:52,2023-07-14 08:41:10,36
2023-07-22 00:23:21,,,Yes,Yes,134,False,2023-07-15 00:21:04,2023-07-15 00:23:18,64
2023-07-22 11:33:06,,,Yes,Yes,293,False,2023-07-15 11:28:06,2023-07-15 11:33:00,73
2023-07-24 07:08:22,"I would perform visual inspection of data tbefore z-transformation to check for any issues in data format etc. I would perform outlier correction, to exclude trials with unrealisticaly short RT (have pressed buttons without visually perceiving stimuli) or untypically long reaction times. This could be done using a cut-off of -/+ SD around the mean. Also I would exclude participants that reacted on less than 50% of trials as they probably did not follow the task in a meaningful way / were not motivated.",No modification,Yes,Yes,671,True,2023-07-24 06:57:10,2023-07-24 07:08:21,100
2023-07-24 07:53:29,"First, reaction times are generally not normally distributed. If this doesn't prevent from calculating z-scores, I'd first check the skweness of the RTs, probably followed by an inverse or log transformation (with a general preference for inverses, see for instance Ratcliff, 1993). 
I would then process the data with linear mixed models, including participants and stimuli as random factors : intercepts for subjects and items, as well as by-pp and by-item random slopes for the effects of interest. ","I'm not sure I fully understand the desired correlation calculation. If a difference is sought between several languages, why not add this factor as a fixed factor in the model?",Yes,Yes,1144,True,2023-07-24 07:34:24,2023-07-24 07:53:28,100
2023-07-24 09:12:30,"1. Before the analysis: check for outliers. The standard practice is to check whether there are z-scores that are over 3.0. 

2. After the analysis: conduct equivalence tests. The value of equivalence tests is to check whether a non-significant result is practically equivalent to zero or has no meaningful impact if it falls within the equivalence bounds set by the researcher. 
","The statistical analysis plan is appropriate for addressing the research question. One option however is to supplement them with a Bayesian analysis. Here are the steps:

1. Bayesian Z-Transformation of Response Times: Instead of using fixed means and standard deviations for each participant, Bayesian methods allow you to specify prior distributions for these parameters. For example, you can use weakly informative priors based on previous studies or expert knowledge.

2. Bayesian Separation of Related and Unrelated Trials: Again, you can specify prior distributions for the means and standard deviations of z-transformed response times for related and unrelated trials.

3. Bayesian Calculation of Item-Level Priming Effects: Compute item-level priming effects as the posterior distribution of the difference between the means of z-transformed response times for related and unrelated trials. This would give you a distribution of possible values for the priming effect, rather than a single point estimate.

4. Bayesian Correlation Analysis: Instead of obtaining a single point estimate and p-value as in frequentist methods, Bayesian correlation analysis provides a posterior distribution of the correlation coefficient. This distribution reflects the uncertainty around the correlation, considering the prior information and the data.

5. Bayesian Hypothesis Testing: Compare the posterior distribution of the correlation coefficient to the null hypothesis (H0: rho = 0) to assess the strength of evidence for or against the null hypothesis. This can be done by calculating the posterior probability that the correlation is greater than zero (H1: rho > 0).

Conducting Bayesian analysis can be computationally intensive and requires expertise in this domain, as it is more complex than frequentist analysis. 
",Yes,Yes,219,True,2023-07-24 09:08:50,2023-07-24 09:12:29,100
2023-07-24 09:36:56,"1. First, I'd exclude participants with low accuracy (<70%) in either word- or non-word targets

2. I would transform response times to make their distribution closer to the Gaussian one. I would consider both log and inverse transformation, and adopt the one that provides the better result (checked via visual inspection of a qq plot)

3. I would remove individual datapoints whoe response times substantially diverge from the distributions obtained at step 2

4. Before computing the by-target priming effect, I would partial out the effect of surface properties of prime and target on response times. I would run a regression analysis with zRT as dependent variable, and frequency and orthographic length of both prime and target as independent variables, as well as random intercepts for targets and primes. Eventually, I would use the residuals of such a model as RT estimates, in order to have a variable that more precisely capture the impact of prime relatedness

5. Over and above correlation between priming effects in English vis-à-vis German, I would compare the effect size of prime relatedness in either language. In order to do so, I would run separate regression analyses similar to the one presented in step 4, but using ""prime relatedness"" as an additional independent variable (factor level). I would consider the variance uniquely explained by this latter variable as a measure of the impact of priming in a given language.","Not sure they qualify as ""modifications"", but, as detailed in the previous question, before running the correlation analysis I would make and effort to partial out the impact of surface lexical properties on RTs (in order to better isolate the actual priming effect). Moreover, I would add an extra step aimed at evaluating the RT variance uniquely explained by priming in either language.",Yes,Yes,1970,True,2023-07-24 09:04:05,2023-07-24 09:36:55,100
2023-07-24 15:14:05,,,,,57,False,2023-07-17 15:13:06,2023-07-17 15:14:03,18
2023-07-24 20:56:35,,,Yes,No,561094,False,2023-07-11 09:04:54,2023-07-17 20:56:29,55
2023-07-25 04:46:03,"Since you are focusing on reaction times, before z-transforming the data, I would remove data from inaccurate responses. Then, I would clean the data from outlier values. More specifically I would remove trials in which reaction times deviate more than 2.5 sd from the mean, calculated separately for related/unrelated trials.",No modification,Yes,No,1459,True,2023-07-25 04:21:43,2023-07-25 04:46:02,100
2023-07-25 05:11:21,,,No,No,158,True,2023-07-25 05:08:42,2023-07-25 05:11:21,100
2023-07-25 06:51:07,,,Yes,No,620,False,2023-07-18 06:40:44,2023-07-18 06:51:05,64
2023-07-26 01:24:43,,,Yes,No,164,False,2023-07-19 01:21:58,2023-07-19 01:24:43,82
2023-07-26 08:40:21,,,Yes,No,103,False,2023-07-19 08:38:38,2023-07-19 08:40:21,73
2023-07-26 19:16:43,,,Yes,Yes,214,False,2023-07-19 19:13:06,2023-07-19 19:16:41,55
2023-07-27 12:35:30,,,Yes,Yes,21217,False,2023-07-20 06:41:47,2023-07-20 12:35:24,73
2023-07-27 18:54:20,"For reaction time data, I might be concerned about abnormally long trials (e.g., first trial as participants are getting accustomed to the task or trials where participants might randomly stop paying attention). So in addition to z-scoring, I would also implement some sort of trimming procedure at the participant level.

While I don't have experience processing RT data from semantic priming studies, I typically employ this type of trimming procedure for task-switching studies. In doing so, I first z-score each participant's trials (participants usually complete ~300 trials of various types split across multiple blocks, so I'm separately z-scoring each participant's own RT distribution). Next, I drop the first trial of each block and any trials where zRT > 3. Usually this process removes a very small percentage of trials.",No modification,Yes,No,649,True,2023-07-27 18:43:30,2023-07-27 18:54:19,100
2023-07-28 05:00:01,"1) I would firstly normalize all critical target RTs within subjects as authors mentioned
2) I would remove outliers within subjects by adopting a criteria of +-2 st dev from the single participant averaged RTs
3)Then I would calculate the indices :
RT normalized target unrelated- RT target related for each critical target for each language
4)  then I would perform multiple correlation models among the different linguistic samples' indices",No modification,Yes,Yes,4978,True,2023-07-28 03:37:01,2023-07-28 05:00:00,100
2023-07-29 05:35:24,,,,,644,False,2023-07-22 05:24:36,2023-07-22 05:35:20,18
2023-07-30 05:10:44,,,Yes,No,4845,False,2023-07-23 03:49:58,2023-07-23 05:10:43,73
2023-07-31 09:08:48,,,Yes,Yes,948634,False,2023-07-13 09:38:13,2023-07-24 09:08:47,82
2023-08-01 05:13:50,,,Yes,Yes,129,False,2023-07-25 05:11:40,2023-07-25 05:13:49,64
2023-08-01 16:21:57,"1. Filter for correct responses.
2. Use pre-registered threshold to trim oddly short and long trials (e.g., less than 200 ms and longer than 2000 ms). 
3. apply a hoaglin and iglewicz (1987) outlier removal procedure for each condition separately for each participant. This method uses quartiles and distance from the quartiles to to identify and remove outliers.
4. Apply a log10() transformation.",,Yes,Yes,1045,True,2023-08-01 16:04:31,2023-08-01 16:21:56,100
2023-08-02 10:54:23,"No additional data processing steps other than removing participants who are outside of 2.5 sds from the mean. ",no modification,Yes,Yes,175,True,2023-08-02 10:51:27,2023-08-02 10:54:23,100
2023-08-02 20:59:07,,,No,No,29,True,2023-08-02 20:58:37,2023-08-02 20:59:06,100
2023-08-02 23:32:55,"Response time data like the present one are not often normally distributed. So, I would first log-transform the raw data as a prior, whether at the item level or at the fixed effects level, or I might do an outlier exclusion using the mean and standard deviation, etc. Alternatively, it may be a good idea to use the median. These will be determined after looking at the distribution of the data. Not wanting to be too arbitrary, I would do a preliminary experiment to check the distribution to some extent and pre-register the analysis method.
The fastest way to do this is to use a robust test such as a rank-based method, or to analyze all at once with a GLMM using an ex-Gaussian distribution. Most response time data tend to fit this distribution.

For example, we could conduct a two-step analysis using GLMM to investigate semantic priming effects across multiple countries. The analysis will be performed in two main stages:

For the difference between Related and Unrelated trials, we will examine whether the difference in reaction times between related and unrelated trials is greater than zero.
For the correlations across Countries, we will evaluate the correlations of item-level priming effects across different countries.

First of all, code related (1) and unrelated (0) trials.

Then, we will use a GLMM to test whether the difference in reaction times between related and unrelated trials is greater than zero. The model can be expressed as:

y_ijk = beta_0 + beta_1 * RelatedTrial_ijk + b_i + c_j + epsilon_ijk

Where,

y_ijk: Response time for subject i in trial j in country k
beta_0: Intercept
beta_1: Coefficient for the fixed effect of related trials
RelatedTrial_ijk: Indicator for related (1) or unrelated (0) trial
b_i: Random effect for subject i
c_j: Random effect for country k
epsilon_ijk: Error term for trial j
We will test whether beta_1 is greater than zero, indicating that related trials have longer reaction times than unrelated trials.

Next, we will calculate the item-level priming effects for each target and assess the correlations across different countries. This involves correlating the item-level priming effects based on data from one country with the equivalent effects from other countries.
","Because some data distributions may create such inappropriateness, we correct them after looking at the data. At this point, it is important to do so openly.",Yes,Yes,2795,True,2023-08-02 22:46:19,2023-08-02 23:32:55,100
2023-08-03 01:52:05,,Not Certain,No,Yes,749,True,2023-08-03 01:39:35,2023-08-03 01:52:05,100
2023-08-03 02:37:48,"First of all, I would not have set any threshold to terminate a trial (i.e., 3 seconds) - the long latencies are what usually forms the heavy tail of the distribution, and might be informative - but as I understand, the data is censored now, so there is nothing than can be done about it.
Apart from analyzing the long response time separately, one could have done a more integrative analysis as well, looking at changes of the tail of the whole right side of the distribution across languages.

When sticking with you suggested analysis procedure, I would check the distribution of the z-scored RTs to make sure that the distributions of the different prime-target /no-prime-target combinations are equal - and to check whether they need to be transformed (e.g., logarithmized) before analysis.

Also, before conducing pearson-correlation, I would examine whether the data confirms to the assumption of linearity, and - particularly if the distributions of the different prime-target /no-prime-target combinations is not normally distributed - perform a leverage value analysis.

One alternative to your approach that comes to my mind is that one could use a multilevel-model instead, with crossed item and person random factors. Here, category membership with regard to language would be the predictor, as well as, say, membership of a response time difference to prime-target /no-prime-target, and an interaction effect included for these two predictors would test invariance across languages. However, the results might the same for all practical purposes...

Finally (and I am sorry, but I have not throught this through), reading words in different languages takes more or less time. I think I would explore whether there is also an effect of the overall magnitude on reading times on the magnitude on priming - and whether this varies as a funciton of language (currently, such informaiton is lost inthe z-scoring procedure). Maybe collecting the mean or median reading times per person for the targest in question and correlating them with the standarized priming effect might be a way to do this...","I think the approach is overall appropriate.
The only thing I would suggest is to check distributions of the data (and transform them, if necessary) and check the linearity assumption before conducting correlation.",Yes,Yes,1810,True,2023-08-03 02:07:37,2023-08-03 02:37:48,100
2023-08-03 03:22:50,"1. I would look into NAs. Presumably, given the time-frame for answer, there may a lot of NAs in the trials. Thus, I would consider creating certain criteria for ""when is there too many NAs to use the participant"". I would also consider inspecting differences in descriptive statistics between those cleansed this way and the remaining sample.
2. I would inspect response time for fillers vs. real stimuli. We may assume filler response time should not be affected by the stimuli. If their descriptives differ, it's an interesting piece of information in itself (especially if there is a similar effect across languages, logically non-sensical filler response time should not differ if the hypothesis is ""correct""). However, I would also consider using the filler response time (after proper transformation) as a covariate in the relation between real English and German stimuli. The logic is that this way you may control for within-subject variance in ""general response time"" (even though with large enough sample this should not be too much of a hassle).
3. I am not sure what your sampling procedure was, but I can imagine that if there are demographical differences between the national samples, it may affect the results. For instance, if German sample were older than the English one, it could affect response time. Thus, I would check for effects of gender, age, etc.
4. Similarly, I can imagine that linguists, cognitive scientists, etc. may behave differently than the rest of the sample if they could even become participants in the study. I would check for that and for their distribution across nations.
5. I would also check for careless responding. Similar to NAs, based on results from previous studies or a rule of thumb (generally +- 2SD), I would inspect their descriptives compared to the remaining sample. Again, I would filter participants who potentially answered carelessly. Also, I would look into how often participants produced NAs and potential careless responses together.
6. I would look into response patterns. If participants chose a response pattern (the task is lengthy and may become tedious), such as repeating the same answer or switching from one to the other after each trial, their response time may not be useful.
- In this sense, it may also be good to look at whether response time differs within one participant. The tasks should tire them more if they actually respond to the stimuli instead of responding randomly or in a pattern. Thus, their response time at the end could be longer (yet, it will be a small effect).
- Also, responding randomly or in a pattern should show in frequency of mistakes in real vs. made-up words. Meaning, you could also divide the sample based on potential random/pattern response and see whether the two groups differ in mistake frequency. However, mistake frequency is a potential discriminant in itself.

+ For all such explorative analysis used for data cleansing, it would also be useful to use the data longitudinally and see whether potential groups of participants differ when taking within-subject effects into account. (e.g., a multi-level model with potential careless response vs. rest of sample as a predictor, subjects as a random factor, and response time as the outcome)",The only instance I considered problematic may be the subtraction of general mean instead of some other methods of controlling general response time. I would be afraid it might make the data more dirty.,Yes,Yes,2615,True,2023-08-03 02:39:14,2023-08-03 03:22:50,100
2023-08-03 07:31:03,"Before the first analysis step, in which data are z-transformed per-participant, I would (in order of the numbered steps):
1) Exclude all data from participants whose average accuracy was less than 75% in the Lexical Decision Task for *word* trials.
2) Exclude all data from participants whose average accuracy was less than 75% in the Lexical Decision Task for *non-word* trials.
3) Exclude trials with response times less than 100 ms.
4) Exclude trials that reached the timeout limit of 3000 ms.
5) Exclude all data from participants with N less than 100 trials.","I think the approach is suboptimal but most likely sufficient.

- The description mentions both Pearson's r and Rho. Rho usually refers to Spearman's Rho. It is unclear from the description whether items' priming effects will be ranked prior to the correlation.
- Estimating the difference in mean (z-scored) response times is problematic. Firstly, the median is probably more appropriate, given the shape of response time distributions. Moreover, the mean discards meaningful differences in the shape of the distribution (e.g., spread and non-decision time/shift). The z-score approach also largely assumes a normal distribution. For instance, excluding items by a z-score threshold will have different impacts at different levels of spread in the RT distribution, as the SD will be a poor measure of the RT distribution's spread.
- Rather than z-transforming RTs prior to analysis, participant variability could be better accounted for with random effects. This could also include random slopes for the priming effect to estimate the variability of the effect.
- Item estimates of the priming effect could similarly be estimated in this manner.

To acocunt for shape better, one approach could be to fit a model that better approximates RT distributions (https://github.com/lindeloev/shiny-rt) such as ex-Gaussian or shifted log-normal distributions. The effect of priming could be modelled for all parameters that define the distribution. Such a model would provide a fixed-effect estimate for the population-level effect of priming, and random effects could model variability across languages, as well as participants and items.

However, including a complex random effects formula in such a model may be too computationally intensive when the sample size is very large, as it is in this study, for the model to be feasible. Instead, such a model could be fit to data from each testing site or language separately.

If informative priors would be desirable, the prior could be based on estimates from European languages, where most previous research has been done.",Yes,No,5483,True,2023-08-03 05:59:39,2023-08-03 07:31:03,100
2023-08-03 10:55:58,I would only use the data for the trials that were correctly responded to.,"This analysis does address the question at hand. I think I would also like to see an analysis comparing the RTs across languages. Presumably, if the priming effect correlation is high the differences between the related and unrelated primes should be similar. However, what if the overall RTs are faster in one language compared to the other. This might be a more important analysis is the study was being conducted with bilinguals. At the least, I think I would like to see a paired bar chart showing the RTs for the related and unrelated primes for both English and German.",Yes,Yes,2047,True,2023-08-03 10:21:49,2023-08-03 10:55:57,100
2023-08-03 18:41:37,"Data processing steps:

1. Data cleaning: mark for exclusion minimum RTs of less than 160 ms and maximum RTs greater than 3 s.

2. Data filtering (participant and trial level): (1) exclude those participants who do not indicate at least 18 years of age; (2) calculate the proportion of correct answers by word type (word/no word) and language; (3) exclude those participants who do not correctly answer at least 80% of 100 minimum trials; (3) exclude those participants who do not complete at least 100 items. 

3. Data transformation at the item level: (1) transform the individual RTs to z-score ;(2) apply a cut-off criterion for the absolute value z-score of potential outliers at 2,5 and 3,0; (3) compute the RTs with those subsets of trials excluded; and (4) compute individual and averaged RTs by word type and language while including outliers.

4. Compute priming data: (1) calculate information about priming results while including the target word, average RTs, averaged Z-scored RTs, sample sizes, SEs, and priming response latency; (2) compute priming for each item as the average z-scored response latency when presented in the unrelated minus the related condition; (3) compute the average statistics for z-score priming, z-score unrelated response latency, z-score related response latency, the sample size for unrelated trials, and sample size for related trials; (4) these values will be calculated overall, by language, and with/without z-score level exclusions; and (5) calculate the participant-level priming reliability and item-level priming reliability.",No modification.,Yes,No,100533,True,2023-08-02 14:46:04,2023-08-03 18:41:37,100
2023-08-03 20:05:16,"I think overall the pre-processing approach is OK. The only thing is I have the notion that z-score should be done (besides for each participant separately) also for each condition (related and unrelated) within each participant.
",I responded that in the previous question.,Yes,No,11565,True,2023-08-03 16:52:29,2023-08-03 20:05:15,100
2023-08-03 20:26:06,,,No,No,27,True,2023-08-03 20:25:38,2023-08-03 20:26:05,100
2023-08-04 00:40:26,,,Yes,No,393,True,2023-08-04 00:33:52,2023-08-04 00:40:26,100
2023-08-04 19:30:24,,,Yes,No,351,True,2023-08-04 19:24:32,2023-08-04 19:30:23,100
2023-08-05 00:37:53,"Step 1: only the correct trials should be selected for analysis. If participants identified the targets as non-word, it doesn't make sense to include the response time of these trials to examine the priming effect.

Step 2: after filtering the trials based on the correctness of the answers, the data should be filtered based on whether they exceed the mean +- 2/3SD.

Step 3: response times of the rest of the trials should be z-transformed and analysed accordingly.",No modification,Yes,Yes,1853,True,2023-08-05 00:06:58,2023-08-05 00:37:52,100
2023-08-06 06:21:11,,,No,No,40,True,2023-08-06 06:20:30,2023-08-06 06:21:11,100
2023-08-07 00:21:12,,,Yes,Yes,201,True,2023-08-07 00:17:50,2023-08-07 00:21:11,100
2023-08-07 12:46:41,,,Yes,No,2035,True,2023-08-07 12:12:45,2023-08-07 12:46:40,100
2023-08-08 04:32:38,,,No,No,179,True,2023-08-08 04:29:37,2023-08-08 04:32:37,100
2023-08-08 14:52:16,,,Yes,No,929,False,2023-08-01 14:36:44,2023-08-01 14:52:14,82
2023-08-09 02:04:16,"1. Exclude erroneous trials: Check the data and remove any obvious errors or invalid trials.
2. Remove outliers: Convert reaction time data into z-scores using statistical software (such as SPSS) and calculate the z-scores for each data point. Then, delete data points that exceed ±3 standard deviations, as they can be considered outliers.
3. Group the data: Divide the data into related trials and unrelated trials based on whether they are congruent or incongruent. For example, categorize cat-dog trials as related trials and cat-car trials as unrelated trials.
4. Calculate the English priming effect: For unrelated trials, calculate the formula as (Z-score of the (n+1)th RT – Z-score of the nth RT) divided by n. For related trials, calculate the formula as (Z-score of the (m+1)th RT – Z-score of the mth RT) divided by m. The difference between the two values represents the English priming effect. The same steps can be applied to calculate the German priming effect.
5. Compute correlation: Use SPSS or other statistical software to calculate the correlation between the English and German priming effects for each participant. Correlation coefficients like Pearson's correlation coefficient can be used to determine the strength and direction of the correlation.",无修改,Yes,No,1786,True,2023-08-09 01:34:28,2023-08-09 02:04:15,100
2023-08-09 10:54:53,,,No,Yes,373,False,2023-08-02 10:48:33,2023-08-02 10:54:46,73
2023-08-09 12:08:15,..,,Yes,Yes,564,False,2023-08-02 11:58:45,2023-08-02 12:08:10,73
2023-08-09 12:30:56,,,,,4,False,2023-08-02 12:30:46,2023-08-02 12:30:50,18
2023-08-09 13:05:53,,,Yes,Yes,27,False,2023-08-02 13:05:22,2023-08-02 13:05:50,45
2023-08-09 14:04:11,,,,,5,False,2023-08-02 14:04:03,2023-08-02 14:04:08,18
2023-08-09 22:17:15,,,Yes,Yes,35148,False,2023-08-02 12:31:23,2023-08-02 22:17:12,73
2023-08-10 00:52:33,,,Yes,No,176,False,2023-08-03 00:49:34,2023-08-03 00:52:30,73
2023-08-10 04:35:22,,,,,76,False,2023-08-03 04:34:01,2023-08-03 04:35:17,18
2023-08-10 05:45:59,,,Yes,Yes,589,False,2023-08-03 05:36:08,2023-08-03 05:45:58,73
2023-08-10 10:24:26,"I will begin by inspecting the dataset to clean it in accordance with the exclusion criteria specified by Buchanan et al. (2022).

Starting with the participant level data, I will exclude those who:
(i) did not indicate they were at least 18 years of age,
(ii) did not complete a minimum of 100 trials, and
(iii) did not achieve a correctness rate of 80% or above.

Subsequently, I will assess the trial data, excluding individual trials that:

(i) Did not receive a response within a 3-second window,
(ii) Were answered incorrectly, or
(iii)Had a response latency shorter than 160ms.

Following these exclusions, I will proceed with data transformation, specifically z-transformation, in line with the analysis plan.

Lastly, I will generate categorical variables based on response latencies: one variable to code for trials exceeding an absolute Z value of 2.5 and another for those exceeding a Z value of 3.0. 
",No modification,No,Yes,2580,True,2023-08-10 09:41:25,2023-08-10 10:24:25,100
2023-08-10 10:45:53,,,,,2138,False,2023-08-03 10:10:13,2023-08-03 10:45:52,0
2023-08-10 20:30:16,,,Yes,Yes,230,False,2023-08-03 20:26:25,2023-08-03 20:30:15,73
2023-08-12 01:06:48,,,Yes,No,326,False,2023-08-05 01:01:15,2023-08-05 01:06:41,73
2023-08-13 08:33:04,"1) Verify that how the RTs are distributed (and to normalize them in case of a non-normal distribution)
2) Verify that there are not outlier subjects by 1) checking that the subjects give answers above the chance level (based on their accuracy), 2) correlating the RTs of each participant with the RT average of the remaing sample.
3) Verify if there are outlier items by comparing RTs and accuracy averages of each item compared to the remaning others. Usually the ""acceptable"" average is based on the type of task. 
4) Based on the analysis 1) exclude trials with reaction times (RTs) faster than 150 ms or incorrect responses and observations with absolute  standardized residuals  greater than 2 or 2) exclude trials with reaction times (RTs) faster than 150 ms or incorrect responses and RT higher/lower of 2 SDs from the average of each participant for each condition.
",No modification,Yes,Yes,2867,True,2023-08-13 07:45:15,2023-08-13 08:33:03,100
